Admission Type,Year,Admissions,Service Type,Hospital Admissions,Facility Type,Number of Beds,Admissions per Bed,Overcapacity
    Singapore General Hospital,2019,81675,Community Hospitals Admissions,20043,Nursing Homes,16059,5.085933121614048,No
    Singapore General Hospital,2019,81675,Specialist Outpatient Clinics,5285968,Acute Hospitals,11321,7.214468686511792,No
    Singapore General Hospital,2019,81675,Specialist Outpatient Clinics,5285968,Psychiatric Hospitals,1950,41.88461538461539,Yes
    Singapore General Hospital,2019,81675,Specialist Outpatient Clinics,5285968,Community Hospitals,1986,41.12537764350453,Yes
    Singapore General Hospital,2019,81675,Specialist Outpatient Clinics,5285968,Nursing Homes,16059,5.085933121614048,No
    Singapore General Hospital,2019,81675,Accident & Emergency Departments,1080296,Acute Hospitals,11321,7.214468686511792,No
    Singapore General Hospital,2019,81675,Accident & Emergency Departments,1080296,Psychiatric Hospitals,1950,41.88461538461539,Yes
    Singapore General Hospital,2019,81675,Accident & Emergency Departments,1080296,Community Hospitals,1986,41.12537764350453,Yes
    Singapore General Hospital,2019,81675,Accident & Emergency Departments,1080296,Nursing Homes,16059,5.085933121614048,No
    Singapore General Hospital,2019,81675,Polyclinics,6691295,Acute Hospitals,11321,7.214468686511792,No
    Singapore General Hospital,2019,81675,Polyclinics,6691295,Psychiatric Hospitals,1950,41.88461538461539,Yes
    Singapore General Hospital,2019,81675,Polyclinics,6691295,Community Hospitals,1986,41.12537764350453,Yes
    Singapore General Hospital,2019,81675,Polyclinics,6691295,Nursing Homes,16059,5.085933121614048,No
    Singapore General Hospital,2019,81675,Dental Clinics,1070808,Acute Hospitals,11321,7.214468686511792,No
    Singapore General Hospital,2019,81675,Dental Clinics,1070808,Psychiatric Hospitals,1950,41.88461538461539,Yes
    Singapore General Hospital,2019,81675,Dental Clinics,1070808,Community Hospitals,1986,41.12537764350453,Yes
    Singapore General Hospital,2019,81675,Dental Clinics,1070808,Nursing Homes,16059,5.085933121614048,No
    Singapore General Hospital,2019,81675,Day Surgeries,376136,Acute Hospitals,11321,7.214468686511792,No
    Singapore General Hospital,2019,81675,Day Surgeries,376136,Psychiatric Hospitals,1950,41.88461538461539,Yes
    Singapore General Hospital,2019,81675,Day Surgeries,376136,Community Hospitals,1986,41.12537764350453,Yes
    Singapore General Hospital,2019,81675,Day Surgeries,376136,Nursing Homes,16059,5.085933121614048,No
    Tan Tock Seng Hospital,2019,59935,Acute Hospitals Admissions,618136,Acute Hospitals,11321,5.294143626888084,No
    Tan Tock Seng Hospital,2019,59935,Acute Hospitals Admissions,618136,Psychiatric Hospitals,1950,30.735897435897435,Yes
    Tan Tock Seng Hospital,2019,59935,Acute Hospitals Admissions,618136,Community Hospitals,1986,30.178751258811683,Yes
    Tan Tock Seng Hospital,2019,59935,Acute Hospitals Admissions,618136,Nursing Homes,16059,3.732175104302883,No
    Tan Tock Seng Hospital,2019,59935,Psychiatric Hospitals Admissions,9234,Acute Hospitals,11321,5.294143626888084,No
    Tan Tock Seng Hospital,2019,59935,Psychiatric Hospitals Admissions,9234,Psychiatric Hospitals,1950,30.735897435897435,Yes
    Tan Tock Seng Hospital,2019,59935,Psychiatric Hospitals Admissions,9234,Community Hospitals,1986,30.178751258811683,Yes
    Tan Tock Seng Hospital,2019,59935,Psychiatric Hospitals Admissions,9234,Nursing Homes,16059,3.732175104302883,No
    Tan Tock Seng Hospital,2019,59935,Community Hospitals Admissions,20043,Acute Hospitals,11321,5.294143626888084,No
    Tan Tock Seng Hospital,2019,59935,Community Hospitals Admissions,20043,Psychiatric Hospitals,1950,30.735897435897435,Yes
    Tan Tock Seng Hospital,2019,59935,Community Hospitals Admissions,20043,Community Hospitals,1986,30.178751258811683,Yes
    Tan Tock Seng Hospital,2019,59935,Community Hospitals Admissions,20043,Nursing Homes,16059,3.732175104302883,No
    Tan Tock Seng Hospital,2019,59935,Specialist Outpatient Clinics,5285968,Acute Hospitals,11321,5.294143626888084,No
    Tan Tock Seng Hospital,2019,59935,Specialist Outpatient Clinics,5285968,Psychiatric Hospitals,1950,30.735897435897435,Yes
    Tan Tock Seng Hospital,2019,59935,Specialist Outpatient Clinics,5285968,Community Hospitals,1986,30.178751258811683,Yes
    Tan Tock Seng Hospital,2019,59935,Specialist Outpatient Clinics,5285968,Nursing Homes,16059,3.732175104302883,No
    Tan Tock Seng Hospital,2019,59935,Accident & Emergency Departments,1080296,Acute Hospitals,11321,5.294143626888084,No
    Tan Tock Seng Hospital,2019,59935,Accident & Emergency Departments,1080296,Psychiatric Hospitals,1950,30.735897435897435,Yes
    Tan Tock Seng Hospital,2019,59935,Accident & Emergency Departments,1080296,Community Hospitals,1986,30.178751258811683,Yes
    Tan Tock Seng Hospital,2019,59935,Accident & Emergency Departments,1080296,Nursing Homes,16059,3.732175104302883,No
    Tan Tock Seng Hospital,2019,59935,Polyclinics,6691295,Acute Hospitals,11321,5.294143626888084,No
    Tan Tock Seng Hospital,2019,59935,Polyclinics,6691295,Psychiatric Hospitals,1950,30.735897435897435,Yes
    Tan Tock Seng Hospital,2019,59935,Polyclinics,6691295,Community Hospitals,1986,30.178751258811683,Yes
    Tan Tock Seng Hospital,2019,59935,Polyclinics,6691295,Nursing Homes,16059,3.732175104302883,No
    Tan Tock Seng Hospital,2019,59935,Dental Clinics,1070808,Acute Hospitals,11321,5.294143626888084,No
    Tan Tock Seng Hospital,2019,59935,Dental Clinics,1070808,Psychiatric Hospitals,1950,30.735897435897435,Yes
    Tan Tock Seng Hospital,2019,59935,Dental Clinics,1070808,Community Hospitals,1986,30.178751258811683,Yes
    Tan Tock Seng Hospital,2019,59935,Dental Clinics,1070808,Nursing Homes,16059,3.732175104302883,No
    Tan Tock Seng Hospital,2019,59935,Day Surgeries,376136,Acute Hospitals,11321,5.294143626888084,No
    Tan Tock Seng Hospital,2019,59935,Day Surgeries,376136,Psychiatric Hospitals,1950,30.735897435897435,Yes
    Tan Tock Seng Hospital,2019,59935,Day Surgeries,376136,Community Hospitals,1986,30.178751258811683,Yes
    Tan Tock Seng Hospital,2019,59935,Day Surgeries,376136,Nursing Homes,16059,3.732175104302883,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Acute Hospitals Admissions,618136,Acute Hospitals,11321,0.8156523275329034,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Acute Hospitals Admissions,618136,Psychiatric Hospitals,1950,4.735384615384615,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Acute Hospitals Admissions,618136,Community Hospitals,1986,4.649546827794562,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Acute Hospitals Admissions,618136,Nursing Homes,16059,0.5750046702783486,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Psychiatric Hospitals Admissions,9234,Acute Hospitals,11321,0.8156523275329034,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Psychiatric Hospitals Admissions,9234,Psychiatric Hospitals,1950,4.735384615384615,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Psychiatric Hospitals Admissions,9234,Community Hospitals,1986,4.649546827794562,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Psychiatric Hospitals Admissions,9234,Nursing Homes,16059,0.5750046702783486,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Community Hospitals Admissions,20043,Acute Hospitals,11321,0.8156523275329034,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Community Hospitals Admissions,20043,Psychiatric Hospitals,1950,4.735384615384615,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Community Hospitals Admissions,20043,Community Hospitals,1986,4.649546827794562,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Community Hospitals Admissions,20043,Nursing Homes,16059,0.5750046702783486,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Specialist Outpatient Clinics,5285968,Acute Hospitals,11321,0.8156523275329034,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Specialist Outpatient Clinics,5285968,Psychiatric Hospitals,1950,4.735384615384615,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Specialist Outpatient Clinics,5285968,Community Hospitals,1986,4.649546827794562,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Specialist Outpatient Clinics,5285968,Nursing Homes,16059,0.5750046702783486,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Accident & Emergency Departments,1080296,Acute Hospitals,11321,0.8156523275329034,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Accident & Emergency Departments,1080296,Psychiatric Hospitals,1950,4.735384615384615,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Accident & Emergency Departments,1080296,Community Hospitals,1986,4.649546827794562,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Accident & Emergency Departments,1080296,Nursing Homes,16059,0.5750046702783486,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Polyclinics,6691295,Acute Hospitals,11321,0.8156523275329034,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Polyclinics,6691295,Psychiatric Hospitals,1950,4.735384615384615,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Polyclinics,6691295,Community Hospitals,1986,4.649546827794562,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Polyclinics,6691295,Nursing Homes,16059,0.5750046702783486,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Dental Clinics,1070808,Acute Hospitals,11321,0.8156523275329034,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Dental Clinics,1070808,Psychiatric Hospitals,1950,4.735384615384615,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Dental Clinics,1070808,Community Hospitals,1986,4.649546827794562,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Dental Clinics,1070808,Nursing Homes,16059,0.5750046702783486,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Day Surgeries,376136,Acute Hospitals,11321,0.8156523275329034,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Day Surgeries,376136,Psychiatric Hospitals,1950,4.735384615384615,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Day Surgeries,376136,Community Hospitals,1986,4.649546827794562,No
    Institute Of Mental Health / Woodbridge Hospital,2019,9234,Day Surgeries,376136,Nursing Homes,16059,0.5750046702783486,No
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Acute Hospitals Admissions,618136,Acute Hospitals,11321,6.70921296705238,No
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Acute Hospitals Admissions,618136,Psychiatric Hospitals,1950,38.95128205128205,Yes
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Acute Hospitals Admissions,618136,Community Hospitals,1986,38.245216515609265,Yes
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Acute Hospitals Admissions,618136,Nursing Homes,16059,4.729746559561616,No
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Psychiatric Hospitals Admissions,9234,Acute Hospitals,11321,6.70921296705238,No
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Psychiatric Hospitals Admissions,9234,Psychiatric Hospitals,1950,38.95128205128205,Yes
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Psychiatric Hospitals Admissions,9234,Community Hospitals,1986,38.245216515609265,Yes
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Psychiatric Hospitals Admissions,9234,Nursing Homes,16059,4.729746559561616,No
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Community Hospitals Admissions,20043,Acute Hospitals,11321,6.70921296705238,No
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Community Hospitals Admissions,20043,Psychiatric Hospitals,1950,38.95128205128205,Yes
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Community Hospitals Admissions,20043,Community Hospitals,1986,38.245216515609265,Yes
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Community Hospitals Admissions,20043,Nursing Homes,16059,4.729746559561616,No
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Specialist Outpatient Clinics,5285968,Acute Hospitals,11321,6.70921296705238,No
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Specialist Outpatient Clinics,5285968,Psychiatric Hospitals,1950,38.95128205128205,Yes
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Specialist Outpatient Clinics,5285968,Community Hospitals,1986,38.245216515609265,Yes
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Specialist Outpatient Clinics,5285968,Nursing Homes,16059,4.729746559561616,No
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Accident & Emergency Departments,1080296,Acute Hospitals,11321,6.70921296705238,No
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Accident & Emergency Departments,1080296,Psychiatric Hospitals,1950,38.95128205128205,Yes
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Accident & Emergency Departments,1080296,Community Hospitals,1986,38.245216515609265,Yes
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Accident & Emergency Departments,1080296,Nursing Homes,16059,4.729746559561616,No
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Polyclinics,6691295,Acute Hospitals,11321,6.70921296705238,No
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Polyclinics,6691295,Psychiatric Hospitals,1950,38.95128205128205,Yes
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Polyclinics,6691295,Community Hospitals,1986,38.245216515609265,Yes
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Polyclinics,6691295,Nursing Homes,16059,4.729746559561616,No
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Dental Clinics,1070808,Acute Hospitals,11321,6.70921296705238,No
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Dental Clinics,1070808,Psychiatric Hospitals,1950,38.95128205128205,Yes
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Dental Clinics,1070808,Community Hospitals,1986,38.245216515609265,Yes
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Dental Clinics,1070808,Nursing Homes,16059,4.729746559561616,No
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Day Surgeries,376136,Acute Hospitals,11321,6.70921296705238,No
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Day Surgeries,376136,Psychiatric Hospitals,1950,38.95128205128205,Yes
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Day Surgeries,376136,Community Hospitals,1986,38.245216515609265,Yes
    Kandang Kerbau Women's & Children's Hospital,2019,75955,Day Surgeries,376136,Nursing Homes,16059,4.729746559561616,No
Public Sector Hospital Admissions,2020,453289,Acute Hospitals Admissions,556511,Acute Hospitals,11545,39.262797747942834,Yes
Public Sector Hospital Admissions,2020,453289,Acute Hospitals Admissions,556511,Psychiatric Hospitals,1950,232.45589743589744,Yes
Public Sector Hospital Admissions,2020,453289,Acute Hospitals Admissions,556511,Community Hospitals,2069,219.08603189946834,Yes
Public Sector Hospital Admissions,2020,453289,Acute Hospitals Admissions,556511,Nursing Homes,16221,27.9445780161519,Yes
Public Sector Hospital Admissions,2020,453289,Psychiatric Hospitals Admissions,8426,Acute Hospitals,11545,39.262797747942834,Yes
Public Sector Hospital Admissions,2020,453289,Psychiatric Hospitals Admissions,8426,Psychiatric Hospitals,1950,232.45589743589744,Yes
Public Sector Hospital Admissions,2020,453289,Psychiatric Hospitals Admissions,8426,Community Hospitals,2069,219.08603189946834,Yes
Public Sector Hospital Admissions,2020,453289,Psychiatric Hospitals Admissions,8426,Nursing Homes,16221,27.9445780161519,Yes
Public Sector Hospital Admissions,2020,453289,Community Hospitals Admissions,20852,Acute Hospitals,11545,39.262797747942834,Yes
Public Sector Hospital Admissions,2020,453289,Community Hospitals Admissions,20852,Psychiatric Hospitals,1950,232.45589743589744,Yes
Public Sector Hospital Admissions,2020,453289,Community Hospitals Admissions,20852,Community Hospitals,2069,219.08603189946834,Yes
Public Sector Hospital Admissions,2020,453289,Community Hospitals Admissions,20852,Nursing Homes,16221,27.9445780161519,Yes
Public Sector Hospital Admissions,2020,453289,Specialist Outpatient Clinics,4478648,Acute Hospitals,11545,39.262797747942834,Yes
Public Sector Hospital Admissions,2020,453289,Specialist Outpatient Clinics,4478648,Psychiatric Hospitals,1950,232.45589743589744,Yes
Public Sector Hospital Admissions,2020,453289,Specialist Outpatient Clinics,4478648,Community Hospitals,2069,219.08603189946834,Yes
Public Sector Hospital Admissions,2020,453289,Specialist Outpatient Clinics,4478648,Nursing Homes,16221,27.9445780161519,Yes
Public Sector Hospital Admissions,2020,453289,Accident & Emergency Departments,897402,Acute Hospitals,11545,39.262797747942834,Yes
Public Sector Hospital Admissions,2020,453289,Accident & Emergency Departments,897402,Psychiatric Hospitals,1950,232.45589743589744,Yes
Public Sector Hospital Admissions,2020,453289,Accident & Emergency Departments,897402,Community Hospitals,2069,219.08603189946834,Yes
Public Sector Hospital Admissions,2020,453289,Accident & Emergency Departments,897402,Nursing Homes,16221,27.9445780161519,Yes
Public Sector Hospital Admissions,2020,453289,Polyclinics,5992676,Acute Hospitals,11545,39.262797747942834,Yes
Public Sector Hospital Admissions,2020,453289,Polyclinics,5992676,Psychiatric Hospitals,1950,232.45589743589744,Yes
Public Sector Hospital Admissions,2020,453289,Polyclinics,5992676,Community Hospitals,2069,219.08603189946834,Yes
Public Sector Hospital Admissions,2020,453289,Polyclinics,5992676,Nursing Homes,16221,27.9445780161519,Yes
Public Sector Hospital Admissions,2020,453289,Dental Clinics,701924,Acute Hospitals,11545,39.262797747942834,Yes
Public Sector Hospital Admissions,2020,453289,Dental Clinics,701924,Psychiatric Hospitals,1950,232.45589743589744,Yes
Public Sector Hospital Admissions,2020,453289,Dental Clinics,701924,Community Hospitals,2069,219.08603189946834,Yes
Public Sector Hospital Admissions,2020,453289,Dental Clinics,701924,Nursing Homes,16221,27.9445780161519,Yes
Public Sector Hospital Admissions,2020,453289,Day Surgeries,313483,Acute Hospitals,11545,39.262797747942834,Yes
Public Sector Hospital Admissions,2020,453289,Day Surgeries,313483,Psychiatric Hospitals,1950,232.45589743589744,Yes
Public Sector Hospital Admissions,2020,453289,Day Surgeries,313483,Community Hospitals,2069,219.08603189946834,Yes
Public Sector Hospital Admissions,2020,453289,Day Surgeries,313483,Nursing Homes,16221,27.9445780161519,Yes
    National University Hospital,2020,62272,Acute Hospitals Admissions,556511,Acute Hospitals,11545,5.393850151580771,No
    National University Hospital,2020,62272,Acute Hospitals Admissions,556511,Psychiatric Hospitals,1950,31.934358974358975,Yes
    National University Hospital,2020,62272,Acute Hospitals Admissions,556511,Community Hospitals,2069,30.09763170613823,Yes
    National University Hospital,2020,62272,Acute Hospitals Admissions,556511,Nursing Homes,16221,3.838974169286727,No
    National University Hospital,2020,62272,Psychiatric Hospitals Admissions,8426,Acute Hospitals,11545,5.393850151580771,No
    National University Hospital,2020,62272,Psychiatric Hospitals Admissions,8426,Psychiatric Hospitals,1950,31.934358974358975,Yes
    National University Hospital,2020,62272,Psychiatric Hospitals Admissions,8426,Community Hospitals,2069,30.09763170613823,Yes
    National University Hospital,2020,62272,Psychiatric Hospitals Admissions,8426,Nursing Homes,16221,3.838974169286727,No
    National University Hospital,2020,62272,Community Hospitals Admissions,20852,Acute Hospitals,11545,5.393850151580771,No
    National University Hospital,2020,62272,Community Hospitals Admissions,20852,Psychiatric Hospitals,1950,31.934358974358975,Yes
    National University Hospital,2020,62272,Community Hospitals Admissions,20852,Community Hospitals,2069,30.09763170613823,Yes
    National University Hospital,2020,62272,Community Hospitals Admissions,20852,Nursing Homes,16221,3.838974169286727,No
    National University Hospital,2020,62272,Specialist Outpatient Clinics,4478648,Acute Hospitals,11545,5.393850151580771,No
    National University Hospital,2020,62272,Specialist Outpatient Clinics,4478648,Psychiatric Hospitals,1950,31.934358974358975,Yes
    National University Hospital,2020,62272,Specialist Outpatient Clinics,4478648,Community Hospitals,2069,30.09763170613823,Yes
    National University Hospital,2020,62272,Specialist Outpatient Clinics,4478648,Nursing Homes,16221,3.838974169286727,No
    National University Hospital,2020,62272,Accident & Emergency Departments,897402,Acute Hospitals,11545,5.393850151580771,No
    National University Hospital,2020,62272,Accident & Emergency Departments,897402,Psychiatric Hospitals,1950,31.934358974358975,Yes
    National University Hospital,2020,62272,Accident & Emergency Departments,897402,Community Hospitals,2069,30.09763170613823,Yes
    National University Hospital,2020,62272,Accident & Emergency Departments,897402,Nursing Homes,16221,3.838974169286727,No
    National University Hospital,2020,62272,Polyclinics,5992676,Acute Hospitals,11545,5.393850151580771,No
    National University Hospital,2020,62272,Polyclinics,5992676,Psychiatric Hospitals,1950,31.934358974358975,Yes
    National University Hospital,2020,62272,Polyclinics,5992676,Community Hospitals,2069,30.09763170613823,Yes
    National University Hospital,2020,62272,Polyclinics,5992676,Nursing Homes,16221,3.838974169286727,No
    National University Hospital,2020,62272,Dental Clinics,701924,Acute Hospitals,11545,5.393850151580771,No
    National University Hospital,2020,62272,Dental Clinics,701924,Psychiatric Hospitals,1950,31.934358974358975,Yes
    National University Hospital,2020,62272,Dental Clinics,701924,Community Hospitals,2069,30.09763170613823,Yes
    National University Hospital,2020,62272,Dental Clinics,701924,Nursing Homes,16221,3.838974169286727,No
    National University Hospital,2020,62272,Day Surgeries,313483,Acute Hospitals,11545,5.393850151580771,No
    National University Hospital,2020,62272,Day Surgeries,313483,Psychiatric Hospitals,1950,31.934358974358975,Yes
    National University Hospital,2020,62272,Day Surgeries,313483,Community Hospitals,2069,30.09763170613823,Yes
    National University Hospital,2020,62272,Day Surgeries,313483,Nursing Homes,16221,3.838974169286727,No
    Singapore General Hospital,2020,73875,Acute Hospitals Admissions,556511,Acute Hospitals,11545,6.398873971416197,No
    Singapore General Hospital,2020,73875,Acute Hospitals Admissions,556511,Psychiatric Hospitals,1950,37.88461538461539,Yes
    Singapore General Hospital,2020,73875,Acute Hospitals Admissions,556511,Community Hospitals,2069,35.70565490575157,Yes
    Singapore General Hospital,2020,73875,Acute Hospitals Admissions,556511,Nursing Homes,16221,4.554281486961346,No
    Singapore General Hospital,2020,73875,Psychiatric Hospitals Admissions,8426,Acute Hospitals,11545,6.398873971416197,No
    Singapore General Hospital,2020,73875,Psychiatric Hospitals Admissions,8426,Psychiatric Hospitals,1950,37.88461538461539,Yes
    Singapore General Hospital,2020,73875,Psychiatric Hospitals Admissions,8426,Community Hospitals,2069,35.70565490575157,Yes
    Singapore General Hospital,2020,73875,Psychiatric Hospitals Admissions,8426,Nursing Homes,16221,4.554281486961346,No
    Singapore General Hospital,2020,73875,Community Hospitals Admissions,20852,Acute Hospitals,11545,6.398873971416197,No
    Singapore General Hospital,2020,73875,Community Hospitals Admissions,20852,Psychiatric Hospitals,1950,37.88461538461539,Yes
    Singapore General Hospital,2020,73875,Community Hospitals Admissions,20852,Community Hospitals,2069,35.70565490575157,Yes
    Singapore General Hospital,2020,73875,Community Hospitals Admissions,20852,Nursing Homes,16221,4.554281486961346,No
    Singapore General Hospital,2020,73875,Specialist Outpatient Clinics,4478648,Acute Hospitals,11545,6.398873971416197,No
    Singapore General Hospital,2020,73875,Specialist Outpatient Clinics,4478648,Psychiatric Hospitals,1950,37.88461538461539,Yes
    Singapore General Hospital,2020,73875,Specialist Outpatient Clinics,4478648,Community Hospitals,2069,35.70565490575157,Yes
    Singapore General Hospital,2020,73875,Specialist Outpatient Clinics,4478648,Nursing Homes,16221,4.554281486961346,No
    Singapore General Hospital,2020,73875,Accident & Emergency Departments,897402,Acute Hospitals,11545,6.398873971416197,No
    Singapore General Hospital,2020,73875,Accident & Emergency Departments,897402,Psychiatric Hospitals,1950,37.88461538461539,Yes
    Singapore General Hospital,2020,73875,Accident & Emergency Departments,897402,Community Hospitals,2069,35.70565490575157,Yes
    Singapore General Hospital,2020,73875,Accident & Emergency Departments,897402,Nursing Homes,16221,4.554281486961346,No
    Singapore General Hospital,2020,73875,Polyclinics,5992676,Acute Hospitals,11545,6.398873971416197,No
    Singapore General Hospital,2020,73875,Polyclinics,5992676,Psychiatric Hospitals,1950,37.88461538461539,Yes
    Singapore General Hospital,2020,73875,Polyclinics,5992676,Community Hospitals,2069,35.70565490575157,Yes
    Singapore General Hospital,2020,73875,Polyclinics,5992676,Nursing Homes,16221,4.554281486961346,No
    Singapore General Hospital,2020,73875,Dental Clinics,701924,Acute Hospitals,11545,6.398873971416197,No
    Singapore General Hospital,2020,73875,Dental Clinics,701924,Psychiatric Hospitals,1950,37.88461538461539,Yes
    Singapore General Hospital,2020,73875,Dental Clinics,701924,Community Hospitals,2069,35.70565490575157,Yes
    Singapore General Hospital,2020,73875,Dental Clinics,701924,Nursing Homes,16221,4.554281486961346,No
    Singapore General Hospital,2020,73875,Day Surgeries,313483,Acute Hospitals,11545,6.398873971416197,No
    Singapore General Hospital,2020,73875,Day Surgeries,313483,Psychiatric Hospitals,1950,37.88461538461539,Yes
    Singapore General Hospital,2020,73875,Day Surgeries,313483,Community Hospitals,2069,35.70565490575157,Yes
    Singapore General Hospital,2020,73875,Day Surgeries,313483,Nursing Homes,16221,4.554281486961346,No
    Tan Tock Seng Hospital,2020,49976,Acute Hospitals Admissions,556511,Acute Hospitals,11545,4.3288003464703335,No
    Tan Tock Seng Hospital,2020,49976,Acute Hospitals Admissions,556511,Psychiatric Hospitals,1950,25.62871794871795,Yes
    Tan Tock Seng Hospital,2020,49976,Acute Hospitals Admissions,556511,Community Hospitals,2069,24.154664088931852,Yes
    Tan Tock Seng Hospital,2020,49976,Acute Hospitals Admissions,556511,Nursing Homes,16221,3.0809444547191913,No
    Tan Tock Seng Hospital,2020,49976,Psychiatric Hospitals Admissions,8426,Acute Hospitals,11545,4.3288003464703335,No
    Tan Tock Seng Hospital,2020,49976,Psychiatric Hospitals Admissions,8426,Psychiatric Hospitals,1950,25.62871794871795,Yes
    Tan Tock Seng Hospital,2020,49976,Psychiatric Hospitals Admissions,8426,Community Hospitals,2069,24.154664088931852,Yes
    Tan Tock Seng Hospital,2020,49976,Psychiatric Hospitals Admissions,8426,Nursing Homes,16221,3.0809444547191913,No
    Tan Tock Seng Hospital,2020,49976,Community Hospitals Admissions,20852,Acute Hospitals,11545,4.3288003464703335,No
    Tan Tock Seng Hospital,2020,49976,Community Hospitals Admissions,20852,Psychiatric Hospitals,1950,25.62871794871795,Yes
    Tan Tock Seng Hospital,2020,49976,Community Hospitals Admissions,20852,Community Hospitals,2069,24.154664088931852,Yes
    Tan Tock Seng Hospital,2020,49976,Community Hospitals Admissions,20852,Nursing Homes,16221,3.0809444547191913,No
    Tan Tock Seng Hospital,2020,49976,Specialist Outpatient Clinics,4478648,Acute Hospitals,11545,4.3288003464703335,No
    Tan Tock Seng Hospital,2020,49976,Specialist Outpatient Clinics,4478648,Psychiatric Hospitals,1950,25.62871794871795,Yes
    Tan Tock Seng Hospital,2020,49976,Specialist Outpatient Clinics,4478648,Community Hospitals,2069,24.154664088931852,Yes
    Tan Tock Seng Hospital,2020,49976,Specialist Outpatient Clinics,4478648,Nursing Homes,16221,3.0809444547191913,No
    Tan Tock Seng Hospital,2020,49976,Accident & Emergency Departments,897402,Acute Hospitals,11545,4.3288003464703335,No
    Tan Tock Seng Hospital,2020,49976,Accident & Emergency Departments,897402,Psychiatric Hospitals,1950,25.62871794871795,Yes
    Tan Tock Seng Hospital,2020,49976,Accident & Emergency Departments,897402,Community Hospitals,2069,24.154664088931852,Yes
    Tan Tock Seng Hospital,2020,49976,Accident & Emergency Departments,897402,Nursing Homes,16221,3.0809444547191913,No
    Tan Tock Seng Hospital,2020,49976,Polyclinics,5992676,Acute Hospitals,11545,4.3288003464703335,No
    Tan Tock Seng Hospital,2020,49976,Polyclinics,5992676,Psychiatric Hospitals,1950,25.62871794871795,Yes
    Tan Tock Seng Hospital,2020,49976,Polyclinics,5992676,Community Hospitals,2069,24.154664088931852,Yes
